,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2017/7/31,30.75,25.14,51.85,85.99,71.57,85.98,23.95,23.92,58.71,24.69,15.45,26.32,15.03,44.87,46.99,8.63,16.01,12.42,22.81,12.09,8.26,18.43,17.86,,14.25,229.67,82.07,38.5,100.57,13.34,206.96,59.89,256.67,,42.53,249.47,67.22,220.69,88.25,10.83,"5,358.48",13.75,97.61,102.58,69.55,153.17,132.23,139.21,86.71,325.44
2017/8/1,30.75,25.38,52.92,86.65,71.57,86.65,23.86,24.26,58.81,24.84,15.45,26.44,15.16,44.78,46.8,8.81,16.13,12.37,22.81,12.09,8.29,18.14,17.99,,14.29,232.81,82.26,38.78,100.1,13.1,204.55,60.47,282.24,,42.23,251.24,68.44,224.07,89.22,10.88,"5,348.76",13.65,97.61,102.58,69.74,153.17,132.23,138.02,87,342.32
2017/8/2,30.84,25.56,52.74,86.37,71.01,86.46,23.86,24.45,58.71,24.79,15.67,26.36,15.41,45.06,46.94,8.88,16.18,12.47,22.81,12.22,8.31,18.33,18.16,,14.38,237.91,82.64,38.69,100.57,13.1,208.4,59.7,289.47,,41.97,252.13,70.23,225.04,89.69,10.75,"5,606.47",13.56,97.61,102.58,69.83,155.56,136.25,140.39,88.91,351.7
2017/8/3,30.67,25.56,53.49,87.22,71.01,86.65,23.66,24.5,58.13,24.64,15.58,26.36,15.33,45.21,46.7,8.79,16.13,12.37,22.77,12.18,8.27,18.14,18.16,,14.34,235.13,82.45,38.45,99.15,12.86,205.99,59.51,280.79,,41.36,249.91,70.41,221.66,89.41,10.75,"5,548.12",13.42,97.61,102.1,70.12,154.13,137.98,140.98,90.25,353.1
2017/8/4,30.58,25.85,53.77,87.7,71.38,87.12,23.66,24.6,58.52,24.45,15.71,26.36,15.5,45.3,46.7,8.84,16.3,12.37,23.04,12.26,8.28,18.33,18.44,,14.42,233.28,81.98,38.6,101.05,13.29,205.51,59.22,279.82,,41.79,249.02,71.26,220.69,89.88,10.83,"5,582.16",13.61,98.09,102.1,69.93,154.6,138.55,141.58,89.58,354.04
2017/8/7,30.75,25.71,53.39,88.27,71.57,87.59,23.81,24.5,59.67,24.74,15.76,26.57,15.58,45.78,46.94,8.94,16.38,12.42,23.39,12.26,8.29,18.47,18.44,,14.55,232.35,83.96,38.55,101.05,13.34,208.4,59.51,278.86,,42.27,249.02,71.26,221.17,90.54,10.7,"5,538.39",13.37,97.61,102.1,69.93,155.08,138.55,143.95,93.59,367.64
2017/8/8,30.84,25.42,53.58,88.46,71.95,87.78,23.71,24.4,58.81,24.59,15.76,26.61,15.58,46.12,47.32,8.97,16.3,12.42,23.26,12.26,8.3,18.47,18.34,,14.55,234.67,83.39,38.41,99.62,13.44,209.85,60.66,276.93,,41.79,248.55,71.54,220.21,89.88,10.66,"5,494.63",13.37,98.09,102.1,69.55,155.08,138.55,143.35,94.07,361.07
2017/8/9,30.54,25.52,53.39,88.08,71.76,87.59,23.66,24.35,58.71,24.64,15.63,26.4,15.41,46.02,46.75,8.9,16.54,12.47,22.95,12.22,8.3,18.33,18.2,,14.47,234.67,82.35,37.89,99.62,13.34,206.96,59.7,274.04,,42.05,250.91,71.35,220.21,89.32,10.48,"5,387.66",13,97.61,102.1,69.93,154.6,138.55,139.8,92.16,358.26
2017/8/10,30.23,25,53.77,87.89,71.01,86.46,23.47,23.97,58.42,24.25,15.35,26.24,15.24,45.16,45.98,8.67,16.45,12.37,22.59,11.96,8.19,18.05,18.01,,14.29,234.2,78.57,38.08,98.2,13.44,206.47,58.07,270.18,,40.87,248.55,71.07,215.38,86.87,10.39,"5,232.06",12.67,97.61,102.58,69.83,152.69,138.55,137.43,90.72,350.29
2017/8/11,29.96,25.19,53.67,87.32,70.44,86.46,23.57,23.97,56.88,24.25,15.39,26.11,15.24,45.26,45.98,8.72,16.4,12.42,22.59,12.05,8.19,18.24,17.92,,14.34,233.74,78.29,37.79,98.67,13.48,205.03,57.68,275.96,,40.78,243.82,67.6,215.38,85.17,10.66,"5,411.97",13.19,97.61,101.63,69.55,152.22,138.55,138.02,91.49,348.88
2017/8/14,30.36,25.23,53.49,87.6,69.78,86.55,23.37,23.92,56.79,24.25,15.25,26.03,15.16,44.97,45.89,8.65,16.26,12.32,22.49,11.92,8.18,18.24,17.68,,14.21,233.74,78.48,37.79,98.67,13.48,203.58,59.41,270.18,,40.5,232.48,65.63,212.97,84.32,10.48,"5,358.48",12.81,97.61,102.1,69.26,151.26,138.55,135.06,89.01,349.35
2017/8/15,30.1,25.42,54.97,87.6,70.16,86.55,23.42,23.97,56.69,24.35,15.2,26.53,15.16,45.4,46.03,8.71,16.31,12.32,22.54,11.83,8.16,18.43,17.82,,14.21,234.67,79.52,37.84,99.62,13.53,206.47,59.6,261.97,,40.03,231.54,66.85,215.38,85.55,10.57,"5,446.01",13.05,98.09,102.1,69.17,153.17,138.55,136.84,89.77,346.07
2017/8/16,30.18,25.42,55.25,86.84,69.22,86.46,23.42,23.78,57.08,24.45,15.3,26.77,15.2,44.92,46.13,8.8,16.31,12.37,22.59,11.95,8.18,18.52,17.82,,14.36,233.74,79.61,38.08,97.72,13.48,205.51,59.6,263.42,,41.33,230.59,65.72,211.52,85.36,10.39,"5,411.97",12.95,98.09,102.1,69.45,153.17,138.55,136.24,89.96,346.07
2017/8/17,30.1,25.66,55.63,88.17,70.16,87.12,23.37,23.82,57.08,24.54,15.39,27.27,15.41,45.83,46.61,8.93,16.49,12.51,22.73,12.05,8.18,18.62,18.2,,14.59,233.28,78.67,37.98,97.72,13.58,206.47,60.27,262.46,,41.7,230.12,65.72,215.86,86.77,10.61,"5,449.84",13.09,98.09,102.58,68.88,154.6,138.55,137.43,91.3,354.04
2017/8/18,30.1,25.61,55.81,88.08,70.53,86.74,23.33,23.82,57.17,24.4,15.39,27.23,15.31,45.54,45.89,8.81,16.49,12.37,22.64,11.95,8.17,18.47,18.11,,14.5,231.89,77.15,37.42,96.78,13.53,205.03,59.51,258.11,,41.33,232.01,65.16,214.9,86.68,10.48,"5,440",12.95,98.09,101.63,68.79,152.69,145.86,136.84,90.25,347.94
2017/8/21,29.96,25.66,55.53,87.79,71.19,86.93,23.28,23.78,57.08,25.66,15.3,27.1,15.27,45.26,45.89,8.8,16.45,12.27,22.64,11.95,8.15,18.47,18.11,,14.59,231.43,77.15,37.46,98.2,13.58,204.06,60.37,262.46,,40.91,229.18,65.34,214.41,86.11,10.66,"5,474.44",13.14,98.09,102.58,68.6,152.69,144.21,136.24,90.15,348.41
2017/8/22,30.1,25.71,56.18,88.27,71.19,87.69,23.37,24.5,56.88,25.32,15.39,26.94,15.36,45.3,45.89,8.81,16.49,12.37,22.78,12,8.29,18.52,18.2,,14.59,229.58,78.67,37.27,97.72,13.72,206.96,59.79,261.01,,40.78,228.7,65.72,218.76,87.15,10.92,"5,513.78",13.51,98.57,101.63,68.4,154.6,144.63,136.24,91.11,354.98
2017/8/23,30.27,25.66,57.11,88.27,71.38,88.35,23.37,24.4,56.79,25.13,15.35,26.98,15.36,45.4,45.98,8.79,16.63,12.47,22.68,12.05,8.23,18.57,18.25,,14.64,231.43,77.44,36.99,96.78,13.63,207.92,59.99,261.49,,40.45,230.12,64.87,217.79,87.15,10.75,"5,587.56",13.33,98.57,102.1,69.07,155.08,142.98,136.24,90.72,350.76
2017/8/24,30.49,25.85,58.6,88.74,71.57,88.63,23.71,24.5,56.88,25.37,15.44,27.23,15.5,45.21,45.94,8.82,16.77,12.51,22.73,12.37,8.29,18.52,18.44,,14.73,230.96,78,37.46,98.67,14.35,209.37,61.42,263.42,,40.27,227.76,64.78,221.66,88,10.75,"5,902.36",13.33,98.57,102.1,69.17,154.6,147.92,137.43,91.2,353.57
2017/8/25,30.62,25.75,59.63,89.12,70.91,88.63,23.57,24.55,57.08,25.22,15.44,27.27,15.45,45.45,46.03,8.8,16.86,12.51,22.64,12.32,8.29,18.62,18.39,,14.73,233.28,78.86,36.99,99.62,14.3,209.85,61.23,259.56,,40.22,229.65,64.41,221.66,88.56,10.79,"5,902.36",13.42,99.05,102.1,69.26,153.65,146.27,137.43,90.72,363.42
2017/8/28,30.58,25.8,58.97,89.69,71.57,89.01,23.47,24.5,57.56,25.17,15.53,27.39,15.64,46.16,46.51,8.83,16.95,12.47,22.78,12.37,8.35,18.62,18.49,,14.82,234.2,79.04,37.37,100.1,14.3,208.4,61.9,261.97,,39.94,235.32,65.81,221.17,88.47,10.97,"5,730.20",13.51,99.53,103.05,69.26,155.08,147.92,136.84,90.53,357.79
2017/8/29,30.49,25.8,59.53,88.93,71.76,89.2,23.33,24.4,57.46,25.13,15.53,27.31,15.64,46.07,46.32,8.85,16.9,12.47,22.68,12.28,8.35,18.52,18.44,,14.78,233.28,77.72,36.9,99.62,14.3,208.4,61.14,257.63,,40.5,232.96,64.12,219.24,87.81,10.88,"5,636.75",13.37,99.53,102.58,69.36,154.13,149.16,136.84,90.34,358.26
2017/8/30,30.54,26.19,59.81,89.22,71.76,89.67,23.42,24.5,58.52,25.51,15.49,27.31,15.64,46.16,47.23,8.84,17.13,12.51,22.78,12.37,8.38,18.57,18.49,,14.78,234.2,77.82,37.18,100.57,14.25,209.85,61.62,259.08,,41.29,233.43,64.59,218.28,89.32,10.97,"5,725.29",13.7,100.01,102.1,69.55,155.56,159.46,139.21,91.39,356.85
2017/8/31,30.62,26.63,59.72,89.12,71.76,89.67,23.28,24.4,58.32,25.81,15.49,27.43,15.68,46.4,47.04,8.93,17.04,12.56,22.92,12.37,8.46,18.57,18.58,,14.82,233.74,77.72,36.94,101.05,14.44,208.89,62.1,261.01,,41.38,236.26,64.5,214.9,89.51,11.01,"5,735.12",13.7,100.48,102.58,69.74,157.94,159.87,139.21,91.49,360.14
2017/9/1,30.45,26.72,59.35,88.93,71.38,89.76,23.28,24.26,57.75,25.61,15.58,27.84,15.64,46.16,46.75,8.91,17.04,12.66,22.73,12.37,8.41,18.47,18.82,,14.87,235.13,77.15,37.56,101.05,15.4,208.89,61.81,262.46,,41.61,239.57,64.5,213.45,88.85,11.01,"5,774.47",13.56,100.01,102.58,69.74,156.51,160.28,139.21,91.97,359.67
2017/9/4,30.27,26.72,59.35,89.69,70.63,89.48,23.37,24.31,58.52,25.27,15.53,27.47,15.5,45.88,46.46,8.84,16.95,12.51,22.59,12.23,8.47,18.43,18.63,,14.73,233.74,77.34,37.6,101.99,15.83,209.85,61.42,261.49,,41.24,237.68,64.59,215.86,88.19,10.88,"5,749.88",13.37,100.48,102.58,69.07,154.13,158.22,138.02,91.49,350.76
2017/9/5,30.1,26.72,59.44,90.45,70.91,90.24,23.62,24.4,58.61,25.27,15.53,27.89,15.54,46.02,46.65,8.85,16.9,12.51,22.64,12.32,8.49,18.52,18.68,,14.78,231.43,78,37.84,102.47,15.83,210.33,60.94,269.69,,41.05,237.21,64.59,218.28,87.62,11.15,"5,838.41",13.51,100.01,102.1,68.88,155.08,161.93,138.02,91.68,348.88
2017/9/6,29.96,26.48,59.44,90.54,70.63,89.86,23.47,24.16,58.23,24.84,15.39,27.23,15.41,45.54,46.13,8.84,16.81,12.51,22.49,12.14,8.49,18.38,18.68,,14.73,231.43,77.15,37.13,101.05,15.4,209.37,60.47,261.97,,40.22,232.48,63.84,214.41,87.81,10.88,"5,799.06",13.28,99.53,102.1,68.5,153.65,163.99,136.84,91.49,347.01
2017/9/7,29.7,26.38,60,90.92,71.1,90.33,23.47,24.26,58.32,24.54,15.39,27.51,15.41,45.4,45.98,8.81,16.72,12.47,22.49,12.19,8.49,18.19,18.68,,14.68,229.58,74.6,37.13,101.52,15.64,209.37,59.79,262.94,,40.13,231.54,63.65,213.45,88.94,10.83,"5,848.25",13.28,100.01,101.63,68.6,153.65,173.06,136.84,89.77,339.5
2017/9/8,29.92,26.58,60.65,92.06,71.1,90.61,23.52,24.31,58.71,24.88,15.39,27.56,15.41,45.59,46.46,9.08,16.81,12.61,22.64,12.23,8.48,18.47,18.72,,14.78,230.96,76.4,37.09,101.52,15.59,210.33,61.9,264.87,,40.87,233.43,63.37,215.86,88.94,10.97,"5,872.84",13.47,100.48,102.1,68.6,155.56,189.95,138.61,90.06,337.16
2017/9/11,29.83,26.48,60.56,91.02,71.1,90.33,23.47,24.4,59.09,24.69,15.35,27.27,15.41,45.3,45.89,9.13,16.68,12.66,22.54,12.23,8.5,18.43,18.68,,14.73,236.06,75.64,37.32,100.57,15.4,209.37,61.62,269.21,,40.68,234.37,63.56,214.9,87.43,10.92,"5,730.20",13.28,100.01,101.63,68.69,153.65,180.47,137.43,91.39,337.16
2017/9/12,29.74,26.43,60.09,90.92,71.1,90.71,23.52,24.4,58.61,24.64,15.44,27.06,15.5,45.45,46.27,9.08,16.72,12.75,22.54,12.28,8.5,18.57,18.77,,14.78,234.67,74.79,37.13,101.52,15.26,211.3,65.26,265.83,,41.29,240.99,64.12,214.41,86.49,10.92,"5,764.63",13.23,100.01,101.63,68.6,155.56,183.77,138.61,91.01,330.59
2017/9/13,29.66,26.24,60.46,90.17,71.1,89.57,23.47,24.16,58.42,24.4,15.39,27.35,15.41,45.06,46.27,9,16.72,12.61,22.49,12.19,8.49,18.47,18.68,,14.68,231.89,74.98,37.18,99.62,15.07,210.33,63.63,265.35,,41.15,238.63,66.09,211.52,83.85,11.01,"5,543.30",13.37,99.53,101.63,68.69,152.69,187.07,136.84,89.77,314.18
2017/9/14,29.61,26.53,60.93,89.79,71.1,88.91,23.47,24.11,58.61,24.59,15.39,27.29,15.41,45.06,46.03,8.96,16.68,12.61,22.49,12.14,8.49,18.43,18.58,,14.82,230.96,74.6,36.94,100.57,15.26,210.82,65.94,276.93,,40.91,240.04,65.72,210.07,82.16,11.01,"5,558.05",13.42,99.53,101.63,68.79,153.17,182.12,135.65,90.25,314.67
2017/9/15,29.7,26.77,61.02,90.54,71.29,88.54,23.52,23.87,58.23,24.59,15.53,27.93,15.31,44.78,45.98,9.04,16.77,12.75,22.49,12.28,8.48,18.57,18.53,,14.82,233.28,74.41,37.23,100.57,14.92,210.82,72.46,281.75,,40.41,241.93,64.59,208.62,83.38,11.06,"5,626.91",13.47,100.01,102.58,68.21,152.22,181.3,136.24,91.3,319.98
2017/9/18,30.14,26.92,61.67,91.11,72.23,89.95,24.19,24.16,58.52,24.88,15.58,27.61,15.45,45.06,46.51,9.03,16.81,12.99,22.4,12.37,8.56,18.52,18.63,,14.82,235.13,73.37,37.42,101.05,15.26,211.78,76.59,282.24,,40.96,240.04,65.34,211.52,82.25,11.59,"5,725.29",14.3,99.53,101.63,68.5,155.56,178.82,135.06,90.92,315.15
2017/9/19,29.83,26.87,60.56,89.98,72.04,88.91,24.19,23.97,58.9,24.45,15.49,27.29,15.45,44.92,45.94,8.93,16.77,12.8,22.45,12.23,8.57,18.43,18.53,,14.68,231.89,72.62,37.51,99.62,15.35,213.71,73.81,282.72,,40.5,239.57,67.03,209.1,80.74,11.19,"5,740.04",13.79,99.53,102.58,68.6,154.6,179.24,130.32,88.82,309.83
2017/9/20,29.79,26.82,60.46,89.31,72.04,88.82,24,23.68,58.9,24.4,15.44,27.19,15.41,44.59,46.08,8.86,16.77,12.66,22.54,12.28,8.54,18.24,18.44,,14.54,232.35,74.13,37.09,100.1,15.02,213.71,77.26,279.82,,40.5,241.93,67.32,208.14,79.24,11.28,"5,597.40",13.75,99.53,102.1,68.69,152.69,171.82,126.17,86.81,298.71
2017/9/21,29.7,26.53,60,89.03,72.04,88.35,24.05,23.73,59.29,24.35,15.39,27.1,15.41,44.78,46.99,8.95,16.72,12.75,22.45,12.23,8.51,18.28,18.39,,14.59,231.89,74.41,36.85,99.62,15.21,213.23,82.16,283.2,,40.64,242.88,68.63,207.65,79.9,11.23,"5,607.24",13.84,99.05,101.63,68.4,152.69,180.06,131.51,87.38,301.61
2017/9/22,29.79,26.24,59.25,88.27,71.95,88.06,23.57,23.53,58.71,24.25,15.35,26.83,15.36,44.73,46.13,8.85,16.72,12.66,22.35,12.14,8.54,18.19,18.39,,14.5,232.82,73.37,36.24,99.15,14.88,210.82,80.62,275.96,,40.27,240.04,66.47,207.65,76.6,11.06,"5,277.69",13.56,99.05,101.63,68.6,151.74,180.47,127.95,85.19,290.01
2017/9/25,29.92,26.63,58.6,87.6,71.01,87.59,23.47,23.39,58.32,23.82,15.35,26.32,15.31,44.54,46.08,8.64,16.58,12.56,22.31,12.09,8.54,18,18.25,,14.5,230.96,70.44,36,100.1,14.59,209.37,80.62,275.48,,39.57,238.63,64.31,208.14,73.21,10.92,"5,243.26",13.33,98.57,101.63,68.4,148.88,164.82,124.4,82.42,276.96
2017/9/26,29.88,26.53,58.42,88.08,71.1,87.5,23.33,23.39,58.52,24.06,15.39,26.09,15.36,44.87,46.08,8.65,16.63,12.51,22.54,12.09,8.53,18.05,18.53,,14.59,233.28,70.91,35.91,99.62,14.64,206.47,77.26,272.11,,39.43,238.63,64.87,209.1,71.7,10.79,"5,031.76",13.09,98.57,101.63,68.21,148.4,165.64,122.62,82.61,276.48
2017/9/27,29.83,26.34,57.67,87.98,70.72,86.93,23.42,23.39,58.13,23.82,15.44,26.36,15.41,44.97,46.37,8.67,16.63,12.51,22.45,12.09,8.52,18.14,18.53,,14.68,236.06,69.78,35.58,100.57,14.64,207.44,80.62,277.41,,40.03,236.26,63.37,209.1,73.49,10.83,"5,312.12",13.14,98.57,101.63,68.69,148.4,163.99,124.4,82.7,277.93
2017/9/28,29.7,25.99,57.95,86.84,69.59,85.8,23.13,23.49,57.84,23.38,15.3,26.27,15.36,44.97,45.65,8.64,16.63,12.42,22.45,12.09,8.49,18.14,18.49,,14.54,231.89,69.97,35.15,99.15,14.83,206.47,82.35,280.79,,39.57,233.9,65.53,209.1,75.09,10.7,"5,282.61",13.09,98.57,102.58,68.21,147.92,167.7,123.81,82.61,279.86
2017/9/29,29.7,26.04,59.07,87.13,70.35,87.12,23.13,23.49,58.32,23.33,15.39,26.27,15.31,45.26,46.03,8.62,16.58,12.51,22.4,12.05,8.51,18.05,18.44,,14.59,236.52,69.12,35.91,99.15,14.54,208.89,82.35,274.52,,40.13,235.79,65.53,208.62,74.15,10.79,"5,243.26",13.19,100.01,102.58,68.69,148.88,173.88,124.4,83.56,273.1
2017/9/30,29.7,26.14,58.51,87.13,70.63,87.02,23.23,23.58,58.04,23.38,15.39,26.6,15.36,45.16,46.03,8.63,16.63,12.56,22.45,12.05,8.51,18.14,18.53,,14.59,235.59,70.72,35.86,100.57,14.4,208.89,82.83,281.27,,40.03,234.37,65.63,205.72,75,10.79,"5,287.53",13.19,100.01,103.05,69.17,149.35,174.7,126.77,84.52,285.18
2017/10/2,29.57,26.19,58.23,87.13,70.06,86.83,23.28,23.63,58.52,23.48,15.35,26.41,15.36,45.4,46.13,8.7,16.63,12.56,22.59,12.05,8.54,18.09,18.49,,14.59,235.13,71.95,35.95,101.52,14.54,212.75,87.05,277.89,,40.91,233.43,65.91,206.2,76.98,10.79,"5,366.23",13.33,99.05,103.05,68.88,147.45,175.53,126.77,84.14,302.58
2017/10/3,29.61,25.99,58.97,86.56,69.69,86.55,23.18,23.58,58.71,23.62,15.25,26.32,15.41,45.16,46.18,8.67,16.68,12.61,22.54,12.09,8.55,18.24,18.53,,14.64,233.74,74.7,35.86,101.52,15.16,214.68,85.23,277.89,,40.64,230.12,65.91,206.69,75.47,10.79,"5,454.76",13.19,98.57,101.63,68.88,148.88,179.24,125.58,84.61,295.33
2017/10/5,29.7,25.99,58.7,86.56,69.22,86.36,23.33,23.78,59.19,23.62,15.3,26.41,15.41,45.06,46.37,8.68,16.77,12.56,22.54,12.14,8.57,18.19,18.53,,14.73,234.2,74.51,36.33,101.52,15.07,216.61,83.79,275,,40.5,233.9,65.53,209.58,76.32,10.97,"5,499.03",13.28,98.57,102.1,68.6,148.4,179.24,125.58,85.57,305.48
2017/10/6,29.66,26.19,59.16,87.32,69.12,86.83,23.47,23.73,59.19,23.86,15.35,26.6,15.45,45.26,46.51,8.71,16.81,12.66,22.68,12.19,8.58,18.43,18.68,,14.78,235.13,74.41,36.14,101.99,14.92,216.61,81.39,280.79,,40.73,235.32,65.06,207.65,76.88,10.97,"5,400.66",13.28,98.57,102.58,68.79,147.45,180.47,126.17,85.76,317.08
2017/10/11,29.88,26.34,60.28,89.6,70.44,89.2,23.66,23.58,58.81,24.16,15.44,26.41,15.5,45.35,46.99,8.77,16.9,12.75,22.78,12.28,8.6,18.38,18.87,,14.87,241.61,74.22,35.81,101.52,15.16,224.81,82.35,295.26,,40.5,233.43,64.78,202.82,77.54,10.83,"5,331.79",13.09,98.57,102.58,69.17,148.88,186.24,126.77,86.62,310.8
2017/10/12,29.79,26.38,60.93,89.79,70.63,89.1,23.52,23.82,58.32,23.91,15.44,26.41,15.59,45.4,46.8,8.74,16.81,12.85,22.59,12.37,8.59,18.38,18.96,,15.01,240.68,75.55,36.14,101.05,15.26,229.15,82.44,292.85,,40.54,236.74,65.34,197.03,77.54,10.75,"5,543.30",12.95,98.57,102.1,68.6,145.06,189.95,127.95,90.72,309.83
2017/10/13,29.66,26.29,60.74,88.74,69.88,88.72,23.86,23.82,58.23,23.57,15.49,26.46,15.59,45.59,46.94,8.77,16.86,12.85,22.64,12.37,8.59,18.43,19.05,,15.1,240.68,72.62,36.14,100.1,15.31,229.15,83.6,310.7,,40.78,237.21,64.87,199.93,77.07,10.83,"5,459.68",13,99.05,103.53,68.98,142.67,190.77,127.95,90.63,302.1
2017/10/16,29.74,26.43,60.37,88.46,70.91,89.57,23.9,23.97,58.42,23.96,15.44,26.36,15.64,45.73,47.18,8.72,16.95,12.8,22.68,12.42,8.64,18.47,18.91,,15.06,241.15,74.03,35.86,100.1,15.31,229.63,85.32,314.56,,40.87,237.21,69.47,200.41,77.63,10.92,"5,681.02",13.05,98.57,102.58,69.07,139.81,192.83,129.73,90.44,301.61
2017/10/17,29.79,26.38,60.74,88.74,71.01,89.2,24,23.92,57.94,23.72,15.44,26.23,15.68,45.73,47.47,8.85,16.95,12.8,22.83,12.42,8.7,18.52,18.91,,15.15,241.15,73.75,35.81,100.1,15.26,227.22,82.54,309.74,,40.82,237.68,68.44,199.44,77.07,10.88,"5,631.83",12.95,99.05,102.58,68.79,138.86,186.24,130.91,89.67,299.2
2017/10/18,29.7,26.38,59.63,88.27,70.35,88.82,24,23.97,58.13,23.82,15.39,26.13,15.59,45.26,46.94,8.8,16.86,12.61,22.78,12.32,8.66,18.38,18.87,,15.06,243,74.32,35.95,101.05,15.31,229.15,82.73,303.46,,42.26,242.88,67.88,194.61,76.32,10.88,"5,503.95",12.86,98.57,102.58,69.07,140.29,180.88,132.1,89.01,293.88
2017/10/19,29.66,26.24,59.25,88.08,70.35,88.44,23.95,23.97,57.84,23.57,15.35,26.13,15.54,45.16,47.13,8.81,16.9,12.75,22.59,12.28,8.67,18.43,18.77,,15.15,244.39,74.88,35.62,100.57,15.02,230.6,83.02,305.39,,41.7,242.41,68.72,197.03,74.24,11.15,"5,651.51",13.05,98.09,102.1,69.07,140.76,189.13,133.88,89.29,291.95
2017/10/20,29.79,26.19,59.16,88.08,70.63,88.82,23.9,23.87,57.75,23.57,15.35,26.36,15.5,45.21,46.7,8.81,16.86,12.66,22.59,12.28,8.68,18.43,18.72,,15.06,247.63,74.22,35.48,99.62,14.92,229.15,83.88,302.02,,41.33,243.82,67.32,196.55,75.75,11.19,"5,484.27",13.14,98.09,102.1,68.98,141.72,190.36,132.69,89.96,293.4
2017/10/23,29.7,26.38,60.56,87.03,70.06,87.02,24.15,23.92,57.75,23.57,15.35,26.36,15.41,45.26,47.27,8.75,16.86,12.8,22.68,12.32,8.67,18.43,18.72,,15.06,254.11,73.75,35.39,99.15,14.97,230.6,83.98,309.25,,41.15,240.99,67.69,198.48,75.28,10.97,"5,440",12.95,98.57,102.1,68.6,137.9,194.48,129.73,89.39,297.26
2017/10/24,29.48,26.24,59.91,87.32,70.63,87.4,24.44,23.87,57.84,23.86,15.39,26.36,15.45,45.16,46.94,8.75,16.81,12.75,22.68,12.32,8.69,18.43,18.96,,15.2,253.18,76.4,35.34,99.62,14.92,229.63,83.12,310.22,,40.82,241.93,66.94,202.34,74.53,10.88,"5,499.03",12.77,98.09,102.1,68.6,137.9,196.13,129.73,88.82,298.23
2017/10/25,29.44,26.29,58.97,87.32,70.35,87.31,25.11,23.87,57.65,23.67,15.39,26.46,15.45,45.45,47.37,8.79,16.86,12.75,22.73,12.32,8.69,18.47,18.91,,15.29,253.64,74.51,35.29,100.1,14.88,229.63,82.64,316.49,,40.73,242.41,66.94,198.96,74.24,11.06,"5,538.38",12.81,98.09,101.63,68.6,137.42,196.13,131.51,88.82,299.2
2017/10/26,29.39,26.34,58.42,87.32,70.16,87.12,24.82,23.82,57.84,23.67,15.35,26.27,15.45,45.35,46.99,8.76,16.77,12.75,22.54,12.23,8.71,18.33,18.63,,15.15,253.18,74.32,35.25,99.62,14.92,227.7,83.88,326.62,,40.68,244.3,66.85,198.48,74.53,11.15,"5,474.44",12.77,98.09,102.1,68.12,136.95,204.37,130.91,90.53,302.58
2017/10/27,29.39,26.29,58.7,87.22,69.88,86.93,25.01,23.78,58.13,23.62,15.3,26.46,15.41,45.73,47.56,8.78,16.81,12.8,22.54,12.28,8.72,18.47,18.39,,15.2,253.64,74.51,35.58,99.62,14.83,230.6,80.04,318.42,,40.78,246.66,66.56,199.44,74.05,10.97,"5,464.60",12.58,98.57,102.1,68.12,138.86,196.95,130.32,88.62,286.15
2017/10/30,29.39,26.29,58.79,86.94,69.31,86.65,24.92,23.78,57.27,23.43,15.35,26.23,15.36,45.92,47.75,8.75,16.86,12.8,22.45,12.28,8.67,18.38,18.44,,15.2,250.87,73.75,35.48,99.15,15.16,234.45,79.85,322.76,,40.22,246.19,66.19,200.89,73.87,10.97,"5,636.75",12.58,98.09,101.63,67.64,138.38,196.95,132.1,90.15,304.03
2017/10/31,29.44,26.19,58.6,87.22,70.06,86.55,24.92,23.68,57.17,23.38,15.35,26.23,15.36,45.97,47.56,8.76,16.81,12.85,22.4,12.19,8.67,18.33,18.44,,15.2,250.87,73.56,35.86,100.1,14.88,234.45,78.51,330.48,,39.43,246.66,66.66,198.96,73.49,10.97,"5,621.99",12.3,98.57,102.1,67.45,138.38,197.37,132.69,91.78,309.35
2017/11/1,29.52,26.29,58.88,86.75,70.53,86.83,24.97,23.63,57.17,23.38,15.3,26.27,15.41,46.07,47.94,8.78,16.9,12.9,22.35,12.23,8.68,18.33,18.53,,15.24,251.33,75.55,35.62,100.1,14.88,233.97,83.79,326.14,,38,245.71,66.47,200.89,73.68,11.06,"5,685.94",12.39,98.09,101.15,66.98,136.95,207.26,132.69,90.72,316.6
2017/11/2,29.52,26.53,57.95,86.84,70.63,86.65,25.06,23.73,57.27,23.28,15.25,26.6,15.36,46.26,47.85,8.78,16.86,12.9,22.26,12.23,8.68,18.47,18.49,,15.2,253.64,74.7,35.72,100.1,14.88,232.53,82.06,324.21,,37.49,246.66,67.69,197.99,73.02,10.97,"5,681.02",12.16,97.61,100.68,66.98,135.04,206.02,133.28,90.15,317.57
